developer_id,account_age_days,total_commits,commits_last_90d,total_repos,pull_requests_merged,issues_closed,stars_received,languages_used,language_entropy,primary_language,framework_count,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,commit_trend_slope,activity_decay_lambda,years_active,has_bio,has_company,has_location,bio_length,avg_repo_size_kb,avg_repo_description_len,developer_dna_score,developer_tier
torresdon,4340,5511,431,17,1036,962,986,"Scala,CSS,PHP,C++,C,Kotlin,Shell,Java,Elixir,HTML,TypeScript,Dart,Python,SQL,Haskell,JavaScript,Rust,C#,Go,Swift",4.3219,C++,7,1.0,0.699,0.796,73,0.701,3.08,6.9744,-0.283,11.88,1,1,1,73,730,75,0.6493,2
evanskelly,3501,274,20,46,205,176,1268,"CSS,Lua,Rust,Kotlin,SQL,Shell,Java",2.8074,Shell,12,0.677,0.546,0.558,61,0.62,2.95,8.8076,0.0368,9.59,0,1,1,0,252,96,0.4588,2
joseph86,3245,672,143,12,38,26,69,"TypeScript,Shell,C#",1.585,TypeScript,6,0.0,0.295,0.0,59,0.653,2.38,6.2344,-0.0327,8.88,0,0,1,0,124,77,0.2209,1
dev_2952,1754,16,3,23,6,1,58,TypeScript,0.0,TypeScript,5,0.109,0.739,0.491,36,0.735,1.35,2.7497,0.0863,4.8,0,0,1,0,317,48,0.1735,1
dev_7942,1294,4571,770,81,66,44,38,"HTML,Go,C++,Julia,C#,Python,Shell,Java,Swift",3.1699,HTML,9,0.364,0.586,0.458,18,0.422,2.35,9.2885,0.0205,3.54,1,1,0,32,83,94,0.395,2
rellis,30,156,8,5,0,0,212,"Scala,Lua,PHP,C++,Dart,SQL,TypeScript,Shell,Swift",3.1699,Scala,5,0.436,0.638,0.0,34,0.559,2.53,0.2563,0.033,0.1,1,0,0,43,393,19,0.3297,1
dev_9124,2463,4919,317,109,90,84,923,"HTML,PHP,C++,Ruby,Julia,C",2.585,HTML,15,0.76,0.764,0.908,41,0.571,2.97,2.4282,0.0527,6.74,1,0,1,30,1959,43,0.4326,2
dev_5631,1277,55,5,2,9,16,29,"Ruby,Haskell,Lua,CSS",2.0,Haskell,5,0.031,0.58,0.243,55,0.225,2.89,2.4614,0.1631,3.5,1,0,0,53,292,34,0.1781,0
heather62,3377,62,2,47,5,6,107,"Scala,Lua,Rust,Julia,C#,Python,SQL,TypeScript,JavaScript",3.1699,SQL,6,0.976,0.723,0.604,48,0.725,2.09,5.7972,0.1271,9.25,0,1,0,0,732,21,0.4542,1
dev_5331,1201,58,4,16,9,6,5,"R,Ruby,Julia,Kotlin,TypeScript,Elixir",2.585,Elixir,8,0.243,0.086,0.321,20,0.367,2.19,-5.9692,0.225,3.29,1,0,0,46,68,30,0.176,0
janet32,3327,8210,132,109,1148,546,568,"Scala,CSS,HTML,PHP,C++,Go,JavaScript,Kotlin,SQL,Java,Swift",3.4594,Swift,15,1.0,0.607,0.576,72,0.597,4.06,4.7385,-0.3,9.11,1,1,1,108,400,52,0.57,2
christiecook,4542,3794,650,45,39,22,1060,"CSS,Lua,HTML,Rust,C++,Julia,C#,C,SQL,Shell,Go,Swift",3.585,C,12,0.706,0.896,0.443,88,0.574,2.95,1.2263,-0.1916,12.44,1,0,1,65,9173,104,0.4525,2
rhodesdonna,1877,134,3,47,2,2,256,Shell,0.0,Shell,0,0.0,0.29,0.0,13,0.429,1.51,0.5645,0.1674,5.14,0,0,0,0,18,0,0.1204,1
dev_2046,3124,5008,581,86,549,106,68,"Scala,Lua,Rust,Kotlin,SQL,JavaScript",2.585,Rust,11,0.396,0.663,0.779,63,0.662,1.9,0.3706,0.0902,8.55,1,0,1,81,291,0,0.3434,1
john20,2855,364,57,62,24,60,4,"Scala,Go,Julia,Dart,Kotlin,C,SQL,Java,Swift",3.1699,Java,6,0.732,0.482,0.209,45,0.109,2.64,2.8478,0.0871,7.82,0,1,1,0,273,22,0.3073,1
dmartinez,1797,187,23,19,41,38,600,"HTML,PHP,C++,Ruby,Dart,C,Kotlin,Haskell",3.0,HTML,6,0.913,0.687,0.307,78,0.88,2.79,3.6788,0.0126,4.92,1,0,1,86,45,90,0.3778,2
dev_7971,3694,5958,1031,4,468,469,35,"Scala,Ruby,Python,SQL,Shell,Java,Elixir",2.8074,Elixir,15,0.494,0.31,0.793,63,0.443,2.97,0.5217,0.0451,10.11,1,0,0,68,1166,120,0.3872,2
carlos41,30,2,0,3,3,2,3,"Haskell,Lua,Kotlin,C++",2.0,Haskell,7,0.217,0.0,0.0,16,0.505,1.39,-1.8259,0.139,0.1,0,0,0,0,67,0,0.2256,0
dev_5708,2320,922,55,210,103,67,88,"Scala,CSS,R,HTML,C++,Rust,Julia,Dart,C#,C,JavaScript",3.4594,Scala,5,1.0,0.397,0.792,60,0.542,2.1,1.598,0.0334,6.35,0,0,1,0,308,59,0.3491,1
logan99,1867,354,12,85,294,38,990,"Rust,Julia,Dart,Haskell,Elixir",2.3219,Elixir,8,0.733,0.984,0.31,14,0.891,1.84,1.3927,-0.0997,5.11,0,1,1,0,776,57,0.3766,1
dev_8999,2408,69,11,17,4,2,108,"Julia,HTML,C#",1.585,C#,3,0.374,0.029,0.105,35,0.707,2.1,0.6483,0.0029,6.59,1,0,0,80,49,64,0.2289,1
heather72,218,200,30,26,79,59,21,"C++,Ruby,Kotlin,Elixir,TypeScript,JavaScript,Swift",2.8074,Kotlin,4,0.185,0.025,0.629,36,0.328,1.78,3.6076,0.0413,0.6,1,0,1,61,566,74,0.2551,1
eric62,3199,23399,1525,150,808,5,1413,"SQL,CSS,Lua,Swift,Rust,C++,Go,Julia,JavaScript,Dart,C#,Python,Haskell,Java,Elixir",3.9069,C++,18,1.0,0.884,0.393,76,0.664,3.64,2.0278,-0.1654,8.76,1,1,1,50,1486,85,0.6364,2
dev_711,30,40,0,37,38,33,60,"Ruby,Swift",1.0,Ruby,0,0.147,0.143,0.01,14,0.299,1.26,-0.831,0.0607,0.1,0,1,0,0,121,0,0.1545,0
molly59,3343,1383,329,85,2791,3346,426,"Scala,R,HTML,PHP,Dart,C#,C,JavaScript",3.0,C,12,0.889,0.872,0.615,83,1.0,4.05,5.7661,-0.163,9.15,0,1,1,0,1335,90,0.6083,2
karenherrera,2558,3942,1288,313,9,9,272,"CSS,HTML,R,C++,Rust,Julia,Shell",2.8074,CSS,11,1.0,0.076,0.652,12,0.436,3.95,1.9362,-0.1593,7.0,1,1,1,75,83,36,0.4509,2
kristina75,2253,10506,1624,63,358,251,1507,"Scala,Lua,R,CSS,HTML,Go,Ruby,Julia,Dart,C#,C,Elixir,TypeScript,Shell,JavaScript,Swift",4.0,Ruby,16,0.673,1.0,0.802,86,1.0,2.7,5.8054,-0.1943,6.17,1,1,1,78,57749,33,0.6342,2
allison48,2587,2576,144,11,1076,1479,675,"Swift,PHP,Rust,C++,Go,Ruby,Kotlin,Python,TypeScript,Shell,Java,Elixir",3.585,Python,15,0.923,0.891,0.6,91,0.813,3.38,1.1045,-0.0878,7.08,1,0,1,40,666,49,0.6183,2
dev_1441,2444,1026,38,14,31,7,4215,"HTML,R,C++,Julia,Dart,Kotlin,Shell,Go",3.0,Go,13,0.861,1.0,0.198,78,0.887,2.07,6.8204,-0.0146,6.69,0,0,0,0,280,127,0.4764,2
jeffrey12,4068,78,1,40,56,38,190,"CSS,Lua,HTML,Ruby,Julia,JavaScript,C#,TypeScript,Java,Swift",3.3219,HTML,10,0.397,0.42,0.727,66,0.287,2.79,-3.3918,-0.0118,11.14,1,1,0,62,161,82,0.3159,1
dev_1296,2279,1609,258,69,51,52,265,"CSS,Scala,R,PHP,C++,Julia,Dart,SQL,Shell,JavaScript",3.3219,R,8,0.668,0.331,0.52,41,0.393,2.94,4.3215,0.0237,6.24,0,0,1,0,1321,79,0.367,2
monique58,920,68,8,6,2,2,27,"HTML,Julia,SQL,TypeScript,JavaScript,Swift",2.585,Swift,0,0.511,0.317,0.149,30,0.599,2.17,-3.8784,0.196,2.52,1,0,0,117,66,23,0.2857,0
dev_9020,2755,3148,713,30,3170,3039,1167,"Scala,C++,Rust,Julia,Kotlin,C,SQL,TypeScript,Java,Swift",3.3219,Kotlin,12,0.99,0.879,0.82,76,0.614,2.57,5.3639,0.0084,7.54,1,0,0,86,5886,45,0.5558,2
john00,402,194,11,36,24,1,17,"C++,Rust,Julia,Kotlin,Shell,Go,Swift",2.8074,Kotlin,0,0.786,0.344,1.0,82,0.474,2.12,5.0174,0.1857,1.1,1,0,0,117,104,65,0.3686,1
matthewhammond,1622,12,3,18,33,23,21,"JavaScript,Haskell,TypeScript,C++",2.0,TypeScript,3,0.101,0.133,0.394,39,0.485,1.2,0.3029,-0.1221,4.44,0,0,0,0,20,21,0.2283,2
dev_3721,1903,427,18,65,70,69,119,"CSS,Lua,PHP,Rust,C,JavaScript,Swift",2.8074,JavaScript,12,0.757,0.54,0.301,78,0.775,2.33,6.7093,-0.0856,5.21,1,0,0,46,74,79,0.3697,2
william7,1012,95,9,9,2,0,36,"JavaScript,SQL,Rust",1.585,Rust,5,0.181,0.297,0.534,41,0.333,1.97,-0.2443,0.0902,2.77,0,0,0,0,125,5,0.1799,0
dbowers,1911,183,26,36,3,3,215,"HTML,PHP,Dart,Kotlin,Haskell",2.3219,Haskell,9,0.409,0.485,0.168,16,0.491,2.39,1.4612,-0.1137,5.23,0,0,1,0,366,62,0.2868,1
rpope,2380,17764,4989,220,271,130,1789,"Lua,R,C++,Ruby,Julia,Dart,SQL,Shell,JavaScript",3.1699,Ruby,10,0.831,1.0,0.806,55,0.718,3.01,3.5347,-0.0534,6.52,1,1,1,125,7134,120,0.5361,2
dev_9256,1997,726,159,16,18,0,101,"Ruby,Scala,C#,JavaScript",2.0,C#,6,0.419,0.204,0.362,37,0.431,1.68,2.8426,0.1817,5.47,0,0,0,0,41,52,0.2071,1
dev_2022,759,66,2,5,0,0,8,C#,0.0,C#,0,0.0,0.013,0.145,3,0.22,1.13,0.7988,0.2589,2.08,0,0,0,0,5,0,0.0834,0
diana27,3586,17282,3021,760,112,198,695,"SQL,CSS,Lua,HTML,PHP,Rust,C++,Ruby,Julia,C#,Kotlin,C,Haskell,Shell,Go,Elixir",4.0,Shell,9,1.0,0.6,0.421,78,1.0,2.88,1.1231,-0.1548,9.82,1,0,1,130,8861,87,0.6217,2
jacqueline93,3174,1196,72,46,6,5,307,"Scala,Lua,R,C++,Rust,Ruby,JavaScript,Java,Python,TypeScript,Go",3.4594,Scala,10,0.767,0.433,0.49,67,0.25,2.09,-0.2031,0.0474,8.69,1,0,0,96,16,40,0.3906,1
caroline42,2512,362,24,303,84,37,86,"R,C++,Dart,C,SQL,Shell,Swift",2.8074,Shell,7,0.894,0.496,0.277,81,0.58,2.99,0.6988,0.0295,6.88,1,0,1,25,4111,95,0.3478,1
lyonskaitlyn,1997,1209,93,175,113,19,1098,"Scala,Lua,C++,Go,Rust,Java,Dart,Python,SQL,TypeScript,JavaScript,Elixir",3.585,Elixir,18,0.377,0.549,0.019,61,0.478,3.93,0.5985,-0.1742,5.47,1,0,0,133,1181,0,0.4252,1
dev_7154,163,15,0,1,1,0,14,CSS,0.0,CSS,1,0.0,0.0,0.0,22,0.26,0.5,-5.072,0.2144,0.45,0,1,0,0,11,31,0.0229,0
dev_3800,2333,673,94,51,45,28,12193,"CSS,R,C++,Rust,Go,Ruby,Julia,C#,C,Haskell,Java,Elixir",3.585,C,13,0.425,0.357,0.0,46,0.893,3.33,3.5854,-0.0774,6.39,0,1,0,0,2573,24,0.4429,2
dev_5527,533,135,20,13,17,6,50,"Scala,JavaScript,SQL,TypeScript,Java,Elixir",2.585,TypeScript,5,0.167,0.32,0.586,40,0.649,1.68,3.1186,0.1062,1.46,0,0,0,0,33,18,0.3006,1
jorge6,2177,63,14,26,18,15,35,"CSS,Java",1.0,Java,6,0.509,0.568,0.258,75,0.129,3.28,1.6389,0.0868,5.96,0,1,0,0,192,20,0.2746,1
dev_6625,3971,3754,158,125,56,40,275,"CSS,Rust,Dart,SQL,JavaScript,Elixir",2.585,Elixir,8,1.0,0.802,0.57,65,0.616,3.91,3.6227,-0.0532,10.87,1,0,1,46,6538,26,0.5017,2
eric7,2454,580,66,52,342,316,573,"Scala,Lua,Ruby,Dart,C,SQL,Go",2.8074,Ruby,7,1.0,0.416,0.92,53,0.66,3.61,8.0228,-0.0704,6.72,1,0,1,30,1243,96,0.4767,2
kiara58,1236,378,63,18,7,3,98,"Haskell,TypeScript,Go,Swift",2.0,Go,7,0.406,0.075,0.449,25,0.527,1.4,-1.7368,0.1051,3.38,0,0,0,0,62,0,0.2157,1
dev_2627,2690,94,33,33,26,5,95,"Scala,Lua,R,Ruby,Dart,C,SQL,TypeScript,Swift",3.1699,Swift,8,0.722,0.883,0.39,55,0.478,1.96,1.0809,-0.0598,7.36,0,0,1,0,187,47,0.3945,1
lindsey71,2977,35000,2316,271,24,24,1793,"PHP,Rust,Ruby,Julia,JavaScript,Python,Kotlin,TypeScript,Shell,Java,Elixir",3.4594,PHP,8,0.591,0.451,0.663,54,0.831,1.15,2.133,-0.2021,8.15,1,1,1,36,3843,22,0.531,1
dev_2878,1647,141,5,1,0,0,83,"Scala,Lua,PHP,Ruby,Dart,Python,Kotlin",2.8074,Lua,0,0.507,0.644,0.317,33,0.408,0.61,4.6078,0.0457,4.51,0,0,0,0,20,75,0.293,0
shansen,3582,2413,75,146,51,45,12252,"HTML,PHP,C++,R,Rust,Ruby,Julia,Dart,C#,C,SQL,TypeScript,Shell,Go",3.8074,C,13,1.0,0.809,0.779,54,0.846,4.2,3.2446,-0.0183,9.81,1,1,0,136,9387,80,0.5972,2
jonathan56,2672,64,2,56,17,8,8,"Python,PHP,C++",1.585,C++,0,0.49,0.231,0.136,38,0.581,3.61,-3.1881,0.1447,7.32,0,0,0,0,250,32,0.2294,1
probertson,3487,19754,1452,478,52,8,1161,"SQL,Lua,PHP,C++,Ruby,Julia,C#,C,Haskell,Shell",3.3219,Haskell,11,0.836,0.462,0.518,87,0.507,2.36,3.9039,-0.0806,9.55,0,1,1,0,2990,36,0.4976,2
dev_3047,1280,99,16,7,6,4,105,Rust,0.0,Rust,1,0.615,0.082,0.404,57,0.303,2.12,-3.6317,0.1778,3.5,0,0,1,0,33,0,0.1528,0
courtneywhite,2449,938,176,12,25,19,6,"Julia,CSS,R,Python",2.0,CSS,5,0.033,0.398,0.318,11,0.609,2.73,2.6504,-0.0008,6.7,1,0,0,114,337,24,0.2823,1
stephen90,2755,375,22,60,7,3,24,"Scala,R,HTML,C++,Ruby,Dart,TypeScript,Shell,Go",3.1699,Go,12,0.855,0.008,0.958,59,0.453,2.81,3.9984,-0.0978,7.54,1,0,0,117,369,43,0.37,2
tcolon,3563,2769,574,184,25,6,137,"CSS,Swift,Scala,PHP,Go,Ruby,JavaScript,C,Kotlin,Haskell,TypeScript,Java,Elixir",3.7004,CSS,14,0.929,0.872,0.418,69,0.674,3.65,4.2063,-0.1223,9.75,1,0,0,12,548,73,0.5031,2
dev_2569,133,26,1,1,19,2,79,"Julia,SQL,Lua,HTML",2.0,HTML,0,0.0,0.191,0.0,19,0.213,0.5,-8.0,0.1765,0.36,0,0,0,0,86,55,0.1139,0
james59,2840,976,297,8,22,23,671,"R,HTML,PHP,C++,Python",2.3219,Python,4,0.797,0.422,0.622,44,0.242,1.19,-3.3736,0.1025,7.78,0,1,0,0,521,80,0.2568,1
velasquezmichael,957,928,150,144,278,313,593,"Lua,HTML,R,PHP,Julia,TypeScript,Shell,Java,Swift",3.1699,HTML,7,0.84,0.183,0.703,29,0.657,1.97,4.7831,-0.0223,2.62,1,0,1,37,230,86,0.4059,1
elijah51,2139,785,177,40,754,378,49,"CSS,Scala,HTML,PHP,Julia,C,Haskell,Go",3.0,Julia,7,0.442,0.755,0.592,72,0.875,3.33,6.9793,-0.107,5.86,0,1,1,0,727,50,0.4708,2
torrescharles,30,15,2,16,4,8,45,"SQL,Lua,R,C#",2.0,Lua,0,0.391,0.056,0.0,17,0.493,1.51,-4.3065,0.2447,0.1,0,1,1,0,19,8,0.1869,0
dev_6531,920,52,9,21,23,17,63,"CSS,R,PHP,C#,C,Swift",2.585,CSS,4,0.773,0.463,0.46,14,0.422,1.65,-2.4662,0.112,2.52,1,0,0,90,31,89,0.2679,1
carlamcgee,996,86,7,29,94,52,100,"Dart,C,Kotlin,Haskell,Shell,Swift",2.585,Swift,4,0.505,0.31,0.305,65,0.487,1.87,2.353,0.0229,2.73,0,1,0,0,192,47,0.3122,1
susan24,30,26,0,16,32,0,30,"C#,Java",1.0,Java,3,0.329,0.481,0.155,49,0.302,2.2,0.4957,0.2785,0.1,0,1,0,0,544,5,0.1528,0
kelly78,1213,82,19,5,240,157,51,"CSS,C++,Ruby,Julia,Dart,C,SQL,Shell,Elixir",3.1699,CSS,3,0.862,0.206,0.433,23,0.154,2.21,2.9968,-0.0475,3.32,1,0,0,12,260,27,0.3159,1
kevinthompson,4166,4612,57,171,6000,2663,5055,"CSS,Scala,HTML,R,Lua,Dart,Haskell,TypeScript,Shell,JavaScript,Elixir",3.4594,CSS,13,1.0,0.727,0.43,79,0.756,3.73,5.4925,0.0529,11.41,1,0,1,67,3292,65,0.613,2
jessica70,1465,438,18,55,106,120,13,"CSS,HTML,SQL,Shell,Java",2.3219,SQL,12,0.45,0.562,0.221,66,0.82,3.17,6.6117,0.1085,4.01,1,1,1,20,1626,96,0.3563,2
antonio12,1038,7,0,1,1,0,24,Scala,0.0,Scala,0,0.252,0.0,0.295,38,0.161,0.94,2.6859,0.158,2.84,1,0,0,18,202,31,0.1065,0
dev_8927,2167,479,133,39,8,15,351,"Lua,R,Rust,Java,C#,Kotlin,C,Go",3.0,Java,7,0.668,0.573,0.0,86,0.398,2.46,2.7911,0.175,5.93,0,0,0,0,609,27,0.3264,1
linda8,243,69,10,4,12,5,0,"Ruby,SQL,Dart",1.585,Dart,0,0.391,0.596,0.597,18,0.168,1.86,-1.7269,0.1715,0.67,1,0,0,34,18,60,0.1971,0
dev_4658,4317,4475,390,135,876,595,68,"SQL,Lua,PHP,C++,Ruby,Julia,Dart,Kotlin,Haskell,TypeScript,Shell,Go,Elixir",3.7004,Haskell,10,0.768,0.753,0.967,68,0.75,3.76,5.3545,-0.0575,11.82,1,1,1,33,35,57,0.6042,2
renee35,1142,261,28,110,119,199,77,"Lua,HTML,PHP,Julia,Python,Kotlin,TypeScript,Shell,Swift",3.1699,Swift,8,0.656,0.2,0.508,60,0.657,4.49,10.2266,-0.1458,3.13,0,0,1,0,1679,47,0.4276,2
dev_7629,2636,134,33,5,26,15,76,"Lua,C++,Ruby,SQL,Swift",2.3219,Ruby,8,0.265,0.603,0.329,14,0.64,1.95,-3.966,0.0768,7.22,0,0,1,0,113,49,0.2926,0
jasmine33,1469,277,36,97,13,3,55,"R,C++,Julia,Python,C,Shell,Go",2.8074,C,5,0.84,0.159,0.262,42,0.569,2.09,-2.7032,0.2622,4.02,0,1,0,0,349,24,0.2825,1
gardnermonica,260,12,1,1,1,0,11,Elixir,0.0,Elixir,1,0.24,0.37,0.662,36,0.204,0.9,1.5671,0.0141,0.71,0,0,0,0,66,36,0.1314,0
erin89,1140,274,25,30,9,3,51,"HTML,C++,Julia,Java,Python,TypeScript,Go",2.8074,TypeScript,6,0.395,0.513,0.297,25,0.547,1.39,-3.8964,0.0463,3.12,1,1,0,97,56,81,0.2756,1
simslisa,1474,26,4,2,7,2,16,TypeScript,0.0,TypeScript,2,0.591,0.0,0.142,34,0.232,0.55,0.4287,0.2428,4.04,1,1,0,104,44,0,0.1097,0
edward79,2375,560,50,16,26,5,80,"CSS,C++,Dart,C,Python,TypeScript,Elixir",2.8074,C++,15,0.871,0.699,0.571,43,0.531,2.43,3.5743,0.0175,6.5,0,1,1,0,220,17,0.4596,1
dev_539,4385,937,75,233,210,360,2719,"Scala,Lua,R,C++,Dart,C#,Kotlin,C,TypeScript,Java",3.3219,C#,15,1.0,0.806,0.838,73,0.545,3.37,7.5937,-0.158,12.01,1,1,1,82,1916,114,0.5566,2
johnsonmark,3657,599,76,219,6,1,874,"Ruby,HTML,C#,Elixir",2.0,Elixir,8,1.0,1.0,0.615,41,0.445,2.95,4.805,0.1088,10.01,1,1,1,71,538,159,0.4178,2
nperry,393,68,5,8,28,4,12,Haskell,0.0,Haskell,2,0.187,0.0,0.0,3,0.601,2.15,-2.1988,0.2756,1.08,0,0,0,0,35,26,0.083,0
qtrevino,1791,712,101,24,14,12,11,"Scala,CSS,Dart,C,SQL,Swift",2.585,SQL,0,0.134,0.0,0.613,42,0.249,2.6,5.1899,0.0696,4.9,0,0,0,0,733,36,0.2581,2
vlevy,881,77,6,3,4,6,4,"Scala,JavaScript",1.0,JavaScript,0,0.113,0.0,0.231,35,0.29,1.6,-1.751,0.2102,2.41,0,0,0,0,139,11,0.0704,0
dev_1183,2580,219,77,6,13,15,4,"CSS,Rust,C++,Ruby,Haskell,TypeScript",2.585,CSS,6,0.508,0.574,0.406,64,0.27,2.18,1.7436,-0.0482,7.06,1,0,0,93,172,59,0.3164,1
dev_2977,593,258,4,1,0,0,14,"JavaScript,Scala,TypeScript,Go",2.0,Scala,0,0.239,0.0,0.242,37,0.407,1.98,-1.1523,0.24,1.62,0,1,0,0,42,0,0.2366,0
albertwolf,1108,112,13,35,1,0,13,Dart,0.0,Dart,0,0.423,0.121,0.0,30,0.479,1.14,-0.3596,0.1944,3.03,1,1,0,76,237,39,0.0855,0
carlos99,1715,2157,260,38,368,336,1044,"CSS,Lua,R,PHP,Rust,Ruby,Python,Kotlin,TypeScript,Java,Swift",3.4594,Rust,6,0.711,0.788,0.279,65,0.645,1.6,4.2493,-0.132,4.7,1,0,1,52,77,48,0.5195,2
cherryrandy,1402,31,4,7,1,0,135,"SQL,Dart",1.0,SQL,0,0.661,0.585,0.0,37,0.463,1.19,-4.0817,0.1851,3.84,0,1,0,0,42,9,0.1099,0
tyler93,83,33,6,4,2,1,20,"Scala,C++,C,JavaScript,Swift",2.3219,Swift,9,0.0,0.415,0.163,45,0.501,1.46,1.7584,0.1065,0.23,0,0,0,0,16,42,0.2434,0
melissa9,386,103,28,5,3,1,13,"CSS,Lua,C++,Kotlin,TypeScript",2.3219,TypeScript,0,0.575,0.115,0.0,50,0.342,1.5,-2.7819,0.1248,1.06,0,1,0,0,14,9,0.2379,1
dev_8183,2153,2123,503,42,302,142,98,"PHP,Ruby,SQL,TypeScript,Shell,Swift",2.585,Ruby,9,0.55,0.498,0.698,28,0.231,2.36,5.5155,-0.0382,5.89,1,1,1,72,397,84,0.3585,2
patricia95,3765,1232,249,122,104,17,2298,"R,Haskell,Rust,C++,Dart,C#,Python,Kotlin,SQL",3.1699,C#,10,0.592,0.767,0.262,64,0.161,3.15,-0.0971,-0.0095,10.31,0,0,1,0,2484,97,0.3499,2
williampineda,3079,890,48,755,456,573,73,"CSS,R,HTML,Rust,C++,Ruby,JavaScript,Java,C,Python,SQL,Go",3.585,Java,13,0.656,0.65,0.331,61,0.954,2.7,11.2213,-0.2407,8.43,0,1,1,0,1383,122,0.5034,2
deborah51,1111,267,43,7,16,23,7,"Kotlin,HTML,C++,Elixir",2.0,HTML,0,0.63,0.614,0.291,20,0.273,1.87,0.4957,0.1308,3.04,1,0,1,70,120,22,0.2348,1
abailey,2862,1101,83,114,171,120,572,"R,PHP,Rust,C++,Ruby,Julia,Dart,C#,Kotlin,Haskell,TypeScript,Go",3.585,Julia,1,1.0,0.457,0.722,71,0.998,3.26,2.1507,-0.2421,7.84,1,1,1,40,663,69,0.4752,2
patricia19,2456,703,130,58,2,0,345,"R,Rust,C,TypeScript,Java",2.3219,R,6,0.915,0.32,0.273,40,0.936,2.58,2.1112,-0.0244,6.72,0,1,0,0,69,71,0.3504,1
dev_4193,1188,10,0,6,0,0,2,"Scala,CSS,Go,Dart,Kotlin,JavaScript",2.585,Go,0,0.427,0.118,0.028,26,0.376,0.94,-3.115,-0.013,3.25,1,0,1,125,55,44,0.2134,0
handrews,140,67,0,3,8,2,8,Java,0.0,Java,3,0.21,0.0,0.0,3,0.471,1.11,-8.0,0.0369,0.38,0,1,1,0,82,29,0.1103,0
stevennorman,96,9,0,3,0,0,22,"Kotlin,Swift",1.0,Kotlin,0,0.658,0.278,0.005,3,0.55,1.73,-6.4334,0.2942,0.26,0,0,1,0,5,2,0.1667,0
dev_6571,1628,247,4,11,9,9,201,"C,TypeScript,Shell,Go,Elixir",2.3219,TypeScript,0,0.178,0.485,0.0,59,0.719,2.12,3.4182,0.0943,4.46,1,0,0,128,573,87,0.2265,2
dev_4126,2828,44,9,59,4,4,68,"R,Dart,C#,C,Kotlin,Swift",2.585,Kotlin,4,0.455,0.3,0.089,3,0.14,1.65,-2.2113,0.0285,7.74,0,0,0,0,62,53,0.2146,0
dev_5983,3178,719,44,2,11,3,48,"Scala,HTML,Rust,C++,Kotlin,SQL,TypeScript,Shell,JavaScript",3.1699,Shell,7,0.216,0.323,0.511,39,0.392,2.52,7.3111,0.0607,8.7,1,0,0,14,263,50,0.3597,1
jessica68,525,3352,643,19,95,172,2,"CSS,Lua,PHP,Rust,Elixir,Kotlin,C,Python,Shell,Swift",3.3219,Shell,9,1.0,0.185,0.747,33,0.793,2.39,4.9951,0.0063,1.44,0,1,0,0,438,47,0.4629,1
ann15,2912,152,12,24,4,3,79,"SQL,C,Go",1.585,SQL,12,0.249,0.368,0.176,45,0.224,2.74,8.2131,-0.0373,7.97,1,0,1,24,1233,112,0.2775,1
dev_2428,1923,141,19,37,11,0,148,"Lua,C,Kotlin,Go,Swift",2.3219,Kotlin,2,0.773,0.088,0.179,41,0.416,0.71,0.7638,0.0675,5.26,1,0,1,100,87,0,0.2179,0
kboyle,3202,631,57,51,766,403,103,"HTML,PHP,C#,C,SQL",2.3219,C#,10,0.766,0.832,0.729,58,0.502,2.76,2.8089,0.0599,8.77,1,1,1,132,87,101,0.4227,0
amanda42,2006,1233,146,107,41,76,49,"Lua,C++,Java,Python,C,Kotlin,Haskell,JavaScript,Swift",3.1699,C,9,0.091,0.294,0.322,10,0.438,2.74,0.3657,0.0636,5.49,0,0,0,0,82,65,0.2587,1
dev_129,30,73,4,19,5,3,239,"HTML,R,C#,C,Kotlin,Elixir,SQL,Swift",3.0,C,6,0.0,0.27,0.062,3,0.388,1.4,1.238,0.1346,0.1,1,0,1,85,22,0,0.194,0
gregoryduarte,5005,169,10,214,1524,1480,608,"Lua,PHP,Go,Java,Kotlin,C,SQL,JavaScript",3.0,SQL,9,0.922,0.527,0.538,59,0.543,2.87,-2.3154,-0.0195,13.7,0,1,0,0,1466,97,0.4639,2
michelleortiz,30,215,3,25,33,32,27,"Julia,Dart,Python,Elixir,TypeScript,Shell,Swift",2.8074,TypeScript,5,0.679,0.227,0.368,10,0.422,2.55,-1.6251,0.0101,0.1,1,1,1,37,53,49,0.3132,1
jessica34,1108,214,32,91,310,16,148,"Scala,HTML,Haskell,Go,PHP,Ruby,Julia,Dart,C,Kotlin,SQL,Shell,Java,Swift",3.8074,Julia,7,0.572,0.376,0.482,55,0.247,2.21,-5.3297,0.0091,3.03,0,1,1,0,32,33,0.3981,0
maxwell21,1497,390,73,372,10,25,62,"Scala,Lua,Julia,Dart,C#,SQL,TypeScript,Java,Swift",3.1699,TypeScript,8,0.555,0.371,0.655,30,0.714,1.22,4.4637,0.0319,4.1,1,0,1,52,702,113,0.3551,2
keith69,1216,30,4,33,89,70,33,"R,PHP,Julia,C#,SQL",2.3219,PHP,9,0.743,0.64,0.889,11,0.577,3.39,2.5807,-0.2283,3.33,0,0,1,0,640,79,0.4003,1
