developer_id,account_age_days,total_commits,commits_last_90d,total_repos,pull_requests_merged,issues_closed,stars_received,languages_used,language_entropy,primary_language,framework_count,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,commit_trend_slope,activity_decay_lambda,years_active,has_bio,has_company,has_location,bio_length,avg_repo_size_kb,avg_repo_description_len,developer_dna_score,developer_tier,primary_language_encoded,log_total_commits,log_stars_received,log_pull_requests_merged,log_issues_closed,log_total_repos,commit_velocity,recency_score,repos_per_year,pr_merge_rate,execution_quality,language_count,impact_weight,profile_completeness,growth_momentum,consistency_index
matthew46,1308,352.0,45,4,2.0,2.0,11.0,Shell,0.0,Shell,0,0.277,0.555,0.087,26,0.412,0.84,-5.6153,0.019,3.58,0,0,0,0,165,33,0.1357,0,21,5.8664680569332965,2.4849066497880004,1.0986122886681096,1.0986122886681096,1.6094379124341003,1.8807,0.1275,0.8734,0.4,0.3312,1,3.9993,0,-1.226,0.9814
manuel84,1769,50.0,7,33,2.0,4.0,121.0,"CSS,Lua,C++,C,JavaScript,Swift",2.585,JavaScript,3,0.399,0.233,0.196,48,0.376,2.74,9.7974,0.0301,4.84,0,0,0,0,1367,40,0.2812,1,10,3.9318256327243257,4.804021044733257,1.0986122886681096,1.6094379124341003,3.5263605246161616,0.1979,0.1373,5.6507,0.2857,0.2717,6,16.9407,0,1.6776,0.9708
jdavis,1033,1702.0,220,222,12.0,4.0,126.0,"Scala,Lua,HTML,CSS,Ruby,C#,Elixir,Haskell,TypeScript,Java,Swift",3.4594,TypeScript,8,0.476,0.465,0.321,60,0.43,2.17,6.5986,-0.0827,2.83,0,0,0,0,275,74,0.4126,2,23,7.440146680662688,4.844187086458591,2.5649493574615367,1.6094379124341003,5.407171771460119,11.4876,0.1292,57.9634,0.7059,0.4251,11,26.1934,0,1.7229,0.9236
dev_3050,3089,495.0,108,72,504.0,556.0,2145.0,"Scala,Ruby,Julia,JavaScript,C,Python,Shell,Java,Elixir",3.1699,Scala,5,0.836,0.696,0.894,83,0.805,3.52,3.7479,-0.188,8.46,1,1,1,72,2353,98,0.4896,2,20,6.206575926724928,7.671360923190644,6.22455842927536,6.322565239927284,4.290459441148391,1.1227,0.2177,7.611,0.475,0.7974,9,32.9137,3,0.3962,0.8418
imoore,30,29.0,2,10,10.0,6.0,4.0,TypeScript,0.0,TypeScript,2,0.326,0.193,0.25,20,0.396,1.37,2.9573,0.2729,0.1,0,0,0,0,46,14,0.1834,0,23,3.4011973816621555,1.6094379124341003,2.3978952727983707,1.9459101490553132,2.3978952727983707,4.6774,0.0667,9.0909,0.5882,0.25,1,3.8593,0,2.6885,0.7856
peter39,240,3308.0,649,41,20.0,7.0,49.0,"PHP,Rust,Ruby,Julia,Python,C,SQL,TypeScript,Shell,Go",3.3219,Rust,7,0.017,0.311,0.623,54,0.359,1.94,0.9545,-0.0464,0.66,0,0,1,0,1308,7,0.3642,1,18,8.104401307921613,3.912023005428146,3.044522437723423,2.0794415416798357,3.7376696182833684,93.658,0.1961,24.6988,0.7143,0.3164,10,14.6218,1,0.575,0.9557
dev_4937,30,81.0,16,28,1.0,0.0,97.0,Kotlin,0.0,Kotlin,4,0.642,0.381,0.0,24,0.578,0.54,1.7919,0.1955,0.1,0,1,0,0,70,44,0.1245,0,12,4.406719247264253,4.584967478670572,0.6931471805599453,0.0,3.367295829986474,13.0645,0.1951,25.4545,0.5,0.345,1,15.4389,1,1.629,0.8365
elizabeth37,397,92.0,2,9,4.0,0.0,11.0,"Python,Rust,Kotlin,Elixir",2.0,Elixir,1,0.516,0.23,0.25,40,0.257,2.02,-1.4566,0.1527,1.09,0,0,0,0,68,0,0.1934,0,5,4.532599493153256,2.4849066497880004,1.6094379124341003,0.0,2.302585092994046,1.595,0.0215,4.3062,0.8,0.3218,4,5.7217,0,-0.6969,0.8675
dev_745,3483,3386.0,287,66,15.0,12.0,59.0,"Rust,Kotlin,Haskell,Go,Elixir",2.3219,Go,7,0.684,0.695,0.481,57,0.701,4.28,-3.3198,-0.0576,9.54,1,1,0,45,951,61,0.4557,1,6,8.127699852817772,4.0943445622221,2.772588722239781,2.5649493574615367,4.204692619390966,6.8118,0.0847,6.2619,0.5357,0.6275,5,17.2155,2,-0.315,0.9455
lisashields,30,7.0,1,5,1.0,0.0,19.0,R,0.0,R,4,0.329,0.549,0.067,10,0.228,0.77,-8.0,0.1686,0.1,1,0,1,93,5,0,0.1005,0,16,2.0794415416798357,2.995732273553991,0.6931471805599453,0.0,1.791759469228055,1.129,0.125,4.5455,0.5,0.3384,1,5.3676,2,-7.2727,0.8557
courtney38,30,20.0,1,13,145.0,148.0,14.0,CSS,0.0,CSS,1,0.064,0.206,0.165,3,0.339,2.18,-1.9231,0.082,0.1,0,0,0,0,126,18,0.1396,0,3,3.044522437723423,2.70805020110221,4.983606621708336,5.003946305945459,2.639057329615259,3.2258,0.0476,11.8182,0.4932,0.1511,1,7.1467,0,-1.7483,0.9242
dev_2124,2104,5534.0,778,77,152.0,152.0,408.0,"Scala,PHP,C++,Go,TypeScript,Shell,Java",2.8074,PHP,11,0.865,1.0,0.625,83,0.757,4.33,9.6227,-0.0406,5.76,0,0,1,0,7049,100,0.5533,1,14,8.618846845142738,6.013715156042802,5.030437921392435,5.030437921392435,4.356708826689592,18.4147,0.1406,11.3905,0.4984,0.847,7,26.2,1,1.4235,0.961
dev_7706,2455,256.0,43,387,14.0,5.0,168.0,"Swift,Rust,Go,Dart,Kotlin,SQL,Shell,Java,Elixir",3.1699,Elixir,10,0.675,0.588,0.791,29,0.322,1.51,1.2196,0.1509,6.72,1,0,0,66,28,29,0.3062,1,5,5.54907608489522,5.1298987149230735,2.70805020110221,1.791759469228055,5.961005339623274,0.7305,0.1673,50.1295,0.7,0.675,9,30.5794,1,0.158,0.8689
dev_6966,3199,3172.0,366,40,100.0,54.0,1176.0,"Lua,R,PHP,C++,HTML,Ruby,Julia,JavaScript,SQL,Shell,Java,Elixir",3.585,Ruby,9,1.0,0.719,0.565,93,0.526,2.3,9.8775,0.0287,8.76,0,1,1,0,666,88,0.4801,2,17,8.062432791583195,7.0707241072602764,4.61512051684126,4.007333185232471,3.713572066704308,6.9482,0.1153,4.0984,0.6452,0.7571,12,26.2576,2,1.012,0.9721
jschmitt,1699,185.0,44,4,14.0,10.0,123.0,"Scala,C++,Julia,Haskell,Shell,Java,Elixir",2.8074,Julia,9,0.153,0.057,0.485,4,0.557,1.39,6.9105,0.0529,4.65,0,1,0,0,63,22,0.2694,1,11,5.225746673713202,4.820281565605037,2.70805020110221,2.3978952727983707,1.6094379124341003,0.7619,0.2366,0.708,0.56,0.2142,7,7.7579,1,1.2231,0.9498
hernandezmolly,4138,652.0,54,15,50.0,110.0,232.0,"Scala,Lua,R,Go,Ruby,Julia,JavaScript,Dart,Kotlin,SQL,Java",3.4594,Java,15,0.968,0.424,0.222,53,0.494,1.61,4.1329,-0.0107,11.33,0,1,1,0,802,43,0.4414,2,9,6.481577129276431,5.4510384535657,3.9318256327243257,4.709530201312334,2.772588722239781,1.1048,0.0827,1.2165,0.3106,0.5266,11,15.1135,2,0.3352,0.9894
vmartinez,2798,497.0,49,35,55.0,89.0,24.0,"Scala,Lua,R,Haskell,C++,Rust,PHP,Ruby,Julia,Dart,C#,C,Python,Kotlin,SQL,TypeScript,Go,Elixir",4.1699,Go,14,0.831,0.594,0.645,70,0.822,3.34,4.5371,-0.0912,7.66,1,1,1,13,3893,90,0.455,2,6,6.210600077024653,3.2188758248682006,4.02535169073515,4.499809670330265,3.58351893845611,1.2446,0.0984,4.0416,0.3793,0.6804,18,11.5349,3,0.5239,0.9164
xrodriguez,3364,404.0,77,16,75.0,16.0,13.0,"R,Ruby,C#,Python,C,TypeScript",2.585,Python,10,0.867,0.582,0.61,58,0.438,2.8,5.3484,0.0585,9.21,1,0,1,37,610,89,0.3937,1,15,6.003887067106539,2.639057329615259,4.330733340286331,2.833213344056216,2.833213344056216,0.8418,0.1901,1.5671,0.8152,0.6759,6,7.477,2,0.5238,0.9447
michelle92,733,305.0,55,34,5.0,4.0,183.0,"CSS,PHP,Dart,Shell,JavaScript,Elixir",2.585,JavaScript,11,0.919,0.167,0.333,39,0.41,3.25,2.7215,-0.0575,2.01,0,1,1,0,127,65,0.3576,2,10,5.723585101952381,5.214935757608986,1.791759469228055,1.6094379124341003,3.5553480614894135,2.8904,0.1797,11.2957,0.5,0.4424,6,18.5409,2,0.9042,0.9456
acollins,3039,15513.0,1226,800,1911.0,1769.0,225.0,"SQL,CSS,PHP,Go,Rust,Ruby,Julia,Dart,C,Elixir,Haskell,TypeScript,Java,Swift",3.8074,TypeScript,10,1.0,0.874,0.966,124,0.881,3.12,5.8382,-0.3,8.32,1,1,1,65,1511,93,0.6566,2,23,9.649498121050817,5.420534999272286,7.555905093611346,7.478734825567875,6.68586094706836,35.7739,0.079,85.8369,0.5192,0.9394,14,36.2409,3,0.6264,0.7692
emilylee,2445,534.0,78,54,190.0,53.0,65.0,"Scala,R,PHP,Rust,Dart,Kotlin,Haskell,Java",3.0,R,5,0.48,0.416,0.693,58,0.66,3.27,2.9056,0.0013,6.69,1,1,0,31,281,0,0.3831,2,16,6.282266746896006,4.189654742026425,5.25227342804663,3.9889840465642745,4.007333185232471,1.5306,0.1458,7.0221,0.7787,0.5183,8,16.7893,2,0.3778,0.9987
dev_8000,3207,1746.0,183,156,493.0,211.0,602.0,"CSS,Lua,Haskell,C++,PHP,Java,Dart,C#,C,Python,SQL,Shell,JavaScript,Swift",3.8074,Swift,17,0.907,0.663,0.733,85,0.477,1.87,4.1583,-0.2564,8.78,0,0,1,0,1645,132,0.5383,2,22,7.465655310134056,6.401917196727186,6.202535517187923,5.356586274672012,5.056245805348308,3.8159,0.1048,15.9509,0.6993,0.7572,14,32.3697,1,0.4252,0.7959
maria72,911,172.0,21,3,0.0,0.0,83.0,Java,0.0,Java,0,0.627,0.0,0.558,9,0.525,1.38,1.8908,0.0653,2.49,0,0,1,0,20,51,0.1516,0,9,5.153291594497779,4.430816798843313,0.0,0.0,1.3862943611198906,1.3182,0.1214,0.8596,0.0,0.3555,1,6.1424,1,0.5418,0.9387
davidevans,2971,75.0,20,64,79.0,64.0,357.0,"CSS,Lua,Rust,Dart,Python,Haskell,Elixir",2.8074,Lua,14,0.941,0.752,0.668,60,0.819,3.33,2.9927,-0.1196,8.13,1,1,0,99,208,27,0.4828,1,13,4.330733340286331,5.8805329864007,4.382026634673881,4.174387269895637,4.174387269895637,0.177,0.2632,7.0099,0.5486,0.7835,7,24.5476,2,0.3278,0.8932
katherinestuart,2198,47.0,7,11,23.0,4.0,64.0,"CSS,Scala,C++,Julia,C#,Python,Kotlin,SQL,TypeScript,Go,Elixir",3.4594,Kotlin,7,0.614,0.123,0.25,36,0.459,3.17,3.8457,-0.0777,6.02,1,0,0,31,998,98,0.3411,1,12,3.8712010109078907,4.174387269895637,3.1780538303479458,1.6094379124341003,2.4849066497880004,0.1497,0.1458,1.567,0.8214,0.3084,11,10.373,1,0.5478,0.9279
paulfranklin,30,3.0,0,4,3.0,0.0,142.0,Lua,0.0,Lua,1,0.719,0.08,0.035,8,0.253,2.16,-8.0,0.3106,0.1,1,1,0,123,17,33,0.063,0,13,1.3862943611198906,4.962844630259907,1.3862943611198906,0.0,1.6094379124341003,0.4839,0.0,3.6364,0.75,0.2582,1,7.9874,2,-7.2727,0.763
allen38,3786,3993.0,831,95,85.0,92.0,7303.400000000031,"CSS,Lua,R,PHP,C++,HTML,Kotlin,Python,Haskell,Java",3.3219,Java,14,0.522,0.462,0.75,93,0.806,2.95,4.9523,-0.2168,10.37,1,0,1,64,901,65,0.5152,2,9,8.29254851397576,8.896232185287884,4.454347296253507,4.532599493153256,4.564348191467836,7.3912,0.2081,8.3553,0.4775,0.5664,10,40.6055,2,0.4356,0.8218
matthew95,683,63.0,1,15,2.0,0.0,113.0,"Scala,HTML,R,C#,C,Python",2.585,Python,0,0.0,0.343,0.0,32,0.01,1.96,-4.7998,0.2187,1.87,0,0,0,0,24,41,0.166,0,15,4.1588830833596715,4.736198448394496,1.0986122886681096,0.0,2.772588722239781,0.6413,0.0156,5.2265,0.6667,0.1372,6,13.1315,0,-1.6724,0.8205
cassandra12,1570,33.0,8,3,6.0,8.0,113.0,"Scala,Lua,R,Python,Haskell,Shell,Java,Swift",3.0,Python,0,0.377,0.0,0.307,44,0.316,0.5,0.9379,0.1386,4.3,1,0,0,127,23,53,0.2487,0,15,3.5263605246161616,4.736198448394496,1.9459101490553132,2.1972245773362196,1.3862943611198906,0.1469,0.2353,0.566,0.4,0.2052,8,6.5658,1,0.177,0.8783
mitchellerica,478,3.0,0,3,1.0,1.0,4.0,"Scala,Lua,R,Rust,Java",2.3219,Java,4,0.0,0.046,0.451,7,0.276,1.91,2.3725,0.0957,1.31,0,0,1,0,519,58,0.2136,0,9,1.3862943611198906,1.6094379124341003,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.0434,0.0,1.2987,0.3333,0.1537,5,2.2312,1,1.0271,0.9127
dev_2519,923,67.0,12,1,9.0,1.0,4.0,"Haskell,Java",1.0,Haskell,7,0.99,0.213,0.036,24,0.489,0.97,4.3748,0.1931,2.53,0,0,0,0,49,41,0.2019,0,8,4.219507705176107,1.6094379124341003,2.302585092994046,0.6931471805599453,0.6931471805599453,0.5054,0.1765,0.2833,0.8182,0.393,2,1.1156,0,1.2393,0.8382
teresa60,613,117.0,6,6,7.0,1.0,5.0,"Go,Ruby,C#,C++",2.0,C++,4,0.17,0.091,0.0,11,0.51,1.69,0.5322,0.1638,1.68,0,0,0,0,83,31,0.1949,0,2,4.770684624465665,1.791759469228055,2.0794415416798357,0.6931471805599453,1.9459101490553132,1.3241,0.0508,2.2388,0.7778,0.0874,4,3.4866,0,0.1986,0.8593
christopher58,1506,596.0,19,23,214.0,120.0,516.0,"Lua,R,Haskell,PHP,C++,Go,Julia,Dart,SQL,JavaScript,Elixir",3.4594,SQL,12,0.385,0.827,0.597,50,0.678,1.56,5.0764,-0.145,4.12,1,1,1,139,2809,48,0.5072,1,19,6.391917113392602,6.248042874508429,5.3706380281276624,4.795790545596741,3.1780538303479458,2.769,0.0318,4.4922,0.6388,0.6254,11,19.8566,3,0.9915,0.8734
dev_6399,411,31.0,0,7,6.0,8.0,64.0,Swift,0.0,Swift,0,0.142,0.167,0.0,3,0.391,1.27,-0.938,0.0899,1.13,0,1,0,0,106,50,0.0362,0,22,3.4657359027997265,4.174387269895637,1.9459101490553132,2.1972245773362196,2.0794415416798357,0.5187,0.0,3.2864,0.4,0.1094,1,8.6804,1,-0.4404,0.9175
rebecca92,2846,48.0,0,5,15.0,12.0,9.0,"CSS,Lua,R,JavaScript,Elixir",2.3219,CSS,3,0.371,0.659,0.575,10,0.631,2.47,-2.7899,0.1475,7.79,1,0,0,125,40,69,0.3106,1,3,3.8918202981106265,2.302585092994046,2.772588722239781,2.5649493574615367,1.791759469228055,0.1182,0.0,0.5688,0.5357,0.5474,5,4.1257,1,-0.3174,0.8715
patrick50,1071,226.0,45,9,7.0,0.0,50.0,"Julia,JavaScript,C,Haskell,Go",2.3219,Haskell,3,0.657,0.159,0.348,10,0.4,1.58,0.9828,0.0678,2.93,0,0,0,0,48,0,0.3022,0,8,5.424950017481403,3.9318256327243257,2.0794415416798357,0.0,2.302585092994046,1.4737,0.1982,2.2901,0.875,0.3651,5,9.0534,0,0.2501,0.9365
dev_2417,3343,1397.0,235,42,29.0,11.0,33.0,"PHP,Julia,Dart,Haskell,TypeScript,JavaScript,Swift",2.8074,PHP,9,0.537,0.7,0.856,45,0.692,3.12,5.1682,-0.0407,9.15,1,0,1,48,156,92,0.469,2,14,7.242797922793756,3.5263605246161616,3.4011973816621555,2.4849066497880004,3.7612001156935624,2.9299,0.1681,4.1379,0.7073,0.6979,7,13.2633,2,0.5092,0.9609
dev_8724,2250,2186.0,252,22,11.0,10.0,482.0,"Scala,PHP,C++,Ruby,Julia,Dart,TypeScript,Elixir",3.0,Ruby,13,0.364,0.687,0.38,85,1.0,2.18,1.7255,0.0374,6.16,0,1,1,0,637,7,0.4055,2,17,7.690286020676768,6.180016653652572,2.4849066497880004,2.3978952727983707,3.1354942159291497,6.8032,0.1152,3.0726,0.5,0.498,8,19.3774,2,0.241,0.9639
cantrellkimberly,1030,24.0,4,4,7.0,7.0,19.0,"Scala,Swift,HTML,Elixir",2.0,Elixir,0,0.074,0.0,0.0,69,0.577,0.5,-5.4595,0.2096,2.82,1,0,0,134,23,13,0.1449,0,5,3.2188758248682006,2.995732273553991,2.0794415416798357,2.0794415416798357,1.6094379124341003,0.1626,0.16,1.0471,0.4667,0.0222,4,4.8214,1,-1.4292,0.8267
dev_2812,1327,106.0,4,22,6.0,5.0,49.0,"CSS,Ruby,JavaScript,Dart,SQL,Java,Swift",2.8074,Ruby,0,0.41,0.0,0.291,5,0.531,1.61,5.2859,0.1002,3.63,0,0,0,0,41,30,0.2217,0,17,4.672828834461906,3.912023005428146,1.9459101490553132,1.791759469228055,3.1354942159291497,0.5586,0.0374,4.7516,0.5,0.2103,7,12.2661,0,1.1417,0.9089
theresa60,2482,257.0,7,39,74.0,33.0,1810.0,"CSS,Scala,R,PHP,Rust,Kotlin,C,Haskell,Shell,JavaScript,Elixir",3.4594,JavaScript,1,0.891,0.693,0.443,24,0.796,2.3,4.4553,0.1942,6.8,0,0,1,0,253,33,0.4334,1,10,5.552959584921617,7.501634457883413,4.31748811353631,3.5263605246161616,3.6888794541139363,0.7248,0.0271,5.0,0.6852,0.6774,11,27.6726,1,0.5712,0.8374
david11,3863,33.0,5,62,65.0,22.0,3268.0,"CSS,R,PHP,C++,Rust,Go,Julia,C#,C,Kotlin,JavaScript",3.4594,Kotlin,6,0.903,0.803,0.538,60,0.698,1.24,2.8347,-0.0592,10.58,0,0,1,0,419,61,0.4724,2,12,3.5263605246161616,8.092239406724211,4.189654742026425,3.1354942159291497,4.143134726391533,0.0599,0.1471,5.3541,0.7386,0.7535,11,33.5272,1,0.2448,0.9441
michelle91,2734,1506.0,87,50,391.0,429.0,214.0,"CSS,R,Rust,C++,Julia,Dart,Kotlin,TypeScript,Shell,Go",3.3219,Rust,9,0.719,0.453,0.511,84,0.438,2.45,0.1647,-0.2027,7.49,1,1,1,30,7907,63,0.4463,2,18,7.317876198626496,5.3706380281276624,5.971261839790462,6.063785208687608,3.9318256327243257,3.8568,0.0577,5.8893,0.4762,0.5502,10,21.1164,3,0.0194,0.8315
halldaniel,1604,185.0,32,68,67.0,70.0,77.0,"Julia,JavaScript,C,Elixir,Java,Swift",2.585,Java,1,0.44,0.515,0.604,19,0.556,1.97,0.3844,0.1112,4.39,1,0,0,130,636,61,0.3075,1,9,5.225746673713202,4.356708826689592,4.219507705176107,4.2626798770413155,4.23410650459726,0.8069,0.172,12.616,0.4855,0.5192,6,18.4468,1,0.0713,0.8999
mooretyler,4498,3580.0,36,76,102.0,35.0,288.0,"CSS,Lua,R,PHP,C++,Ruby,JavaScript,Dart,C,Python,SQL,TypeScript,Shell,Go,Elixir",3.9069,Python,13,0.599,0.769,0.782,65,1.0,3.18,9.4667,-0.0928,12.31,1,0,1,137,3190,87,0.541,2,15,8.183397369998433,5.666426688112432,4.634728988229636,3.58351893845611,4.343805421853684,5.584,0.0101,5.71,0.7391,0.7219,15,24.6139,2,0.7112,0.9151
dev_8416,3578,125.0,23,85,249.0,279.0,351.0,"Scala,Haskell,C++,Ruby,Julia,Python,SQL,TypeScript,Go,Swift",3.3219,SQL,6,1.0,0.418,0.485,47,0.724,2.29,3.5402,-0.1442,9.8,0,1,0,0,394,49,0.4579,2,19,4.836281906951478,5.863631175598097,5.521460917862246,5.634789603169249,4.454347296253507,0.2448,0.1825,7.8704,0.4707,0.6127,10,26.1186,1,0.3278,0.874
john9,3049,365.0,107,16,7.0,10.0,18.0,Kotlin,0.0,Kotlin,7,0.165,0.468,0.597,46,0.702,3.4,4.2449,0.0919,8.35,0,1,1,0,1202,26,0.2143,1,12,5.902633333401366,2.9444389791664403,2.0794415416798357,2.3978952727983707,2.833213344056216,0.8387,0.2923,1.7112,0.3889,0.4158,1,8.3422,2,0.454,0.9158
dev_7940,2629,34.0,0,22,69.0,77.0,187.0,"Swift,Haskell,PHP,C++,Julia,JavaScript,SQL,Java,Elixir",3.1699,Julia,5,0.32,0.594,0.578,47,0.444,2.04,-2.7495,0.1542,7.2,0,0,1,0,457,55,0.2931,1,11,3.5553480614894135,5.236441962829949,4.248495242049359,4.356708826689592,3.1354942159291497,0.0906,0.0,2.6829,0.4694,0.507,9,16.4188,1,-0.3353,0.8664
hernandezdale,590,61.0,6,23,53.0,69.0,56.0,"TypeScript,C++",1.0,C++,13,0.129,0.191,0.0,40,0.459,2.33,-5.0122,0.1885,1.62,0,0,1,0,302,43,0.1841,0,2,4.127134385045092,4.04305126783455,3.9889840465642745,4.248495242049359,3.1780538303479458,0.7156,0.0968,8.7786,0.4309,0.1151,2,12.849,1,-1.9131,0.8414
katherinecook,1111,39.0,1,37,13.0,10.0,246.0,"SQL,Ruby,CSS,Scala",2.0,Ruby,3,0.285,0.335,0.318,18,0.387,1.34,-1.6966,-0.0676,3.04,0,1,0,0,57,17,0.2599,0,17,3.6888794541139363,5.5093883366279774,2.639057329615259,2.3978952727983707,3.6375861597263857,0.2452,0.025,9.1584,0.5417,0.3149,4,20.0409,1,-0.42,0.9367
miranda24,1705,149.0,17,29,89.0,118.0,74.0,"Java,PHP,Rust",1.585,PHP,8,1.0,0.568,0.538,32,0.35,2.63,-1.3823,0.0436,4.67,0,0,1,0,53,50,0.2727,1,14,5.0106352940962555,4.31748811353631,4.499809670330265,4.77912349311153,3.4011973816621555,0.6111,0.1133,5.1146,0.4279,0.6886,3,14.6846,1,-0.2438,0.9582
george78,30,28.0,1,17,18.0,15.0,2.0,Shell,0.0,Shell,7,0.253,0.0,0.0,12,0.561,1.19,2.5878,0.0995,0.1,0,0,1,0,64,29,0.0936,0,21,3.367295829986474,1.0986122886681096,2.9444389791664403,2.772588722239781,2.8903717578961645,4.5161,0.0345,15.4545,0.5294,0.0759,1,3.1754,1,2.3525,0.9095
robyn58,2336,198.0,47,25,169.0,4.0,1081.0,"PHP,C,Elixir,SQL,TypeScript,Java,Swift",2.8074,C,8,0.858,0.486,0.642,55,0.676,3.18,2.8585,-0.1512,6.4,0,1,1,0,968,44,0.4361,2,0,5.293304824724492,6.9865664594064265,5.135798437050262,1.6094379124341003,3.258096538021482,0.5932,0.2362,3.3784,0.9713,0.6444,7,22.7629,2,0.3863,0.8687
dev_2721,1946,57.0,15,19,10.0,10.0,323.0,"Swift,R,Rust,Haskell,Elixir",2.3219,Swift,3,0.07,0.065,0.157,42,0.393,1.22,-2.1833,0.0992,5.33,0,0,1,0,60,30,0.1437,0,22,4.060443010546419,5.780743515792329,2.3978952727983707,2.3978952727983707,2.995732273553991,0.2049,0.2586,3.0016,0.4762,0.0941,5,17.3176,1,-0.3449,0.9098
torresdon,4340,5511.0,431,17,1036.0,962.0,986.0,"Scala,CSS,PHP,C++,C,Kotlin,Shell,Java,Elixir,HTML,TypeScript,Dart,Python,SQL,Haskell,JavaScript,Rust,C#,Go,Swift",4.3219,C++,7,1.0,0.699,0.796,73,0.701,3.08,6.9744,-0.283,11.88,1,1,1,73,730,75,0.6493,2,2,8.614682812693495,6.894670039433482,6.9440872082295275,6.870053411798126,2.8903717578961645,8.9065,0.0782,1.3199,0.5183,0.8184,20,19.9282,3,0.5415,0.7794
evanskelly,3501,274.0,20,46,205.0,176.0,1268.0,"CSS,Lua,Rust,Kotlin,SQL,Shell,Java",2.8074,Shell,12,0.677,0.546,0.558,61,0.62,2.95,8.8076,0.0368,9.59,0,1,1,0,252,96,0.4588,2,21,5.616771097666572,7.1459844677143876,5.327876168789581,5.176149732573829,3.8501476017100584,0.5484,0.0727,4.3437,0.5366,0.5889,7,27.5131,2,0.8317,0.9645
joseph86,3245,672.0,143,12,38.0,26.0,69.0,"TypeScript,Shell,C#",1.585,TypeScript,6,0.0,0.295,0.0,59,0.653,2.38,6.2344,-0.0327,8.88,0,0,1,0,124,77,0.2209,1,23,6.511745329644728,4.248495242049359,3.6635616461296463,3.295836866004329,2.5649493574615367,1.4522,0.2125,1.2146,0.5846,0.118,3,10.8972,1,0.631,0.9683
dev_2952,1754,16.0,3,23,6.0,1.0,58.0,TypeScript,0.0,TypeScript,5,0.109,0.739,0.491,36,0.735,1.35,2.7497,0.0863,4.8,0,0,1,0,317,48,0.1735,1,23,2.833213344056216,4.07753744390572,1.9459101490553132,0.6931471805599453,3.1780538303479458,0.0638,0.1765,3.9655,0.75,0.4756,1,12.9586,1,0.4741,0.9206
dev_7942,1294,4571.0,770,81,66.0,44.0,38.0,"HTML,Go,C++,Julia,C#,Python,Shell,Java,Swift",3.1699,HTML,9,0.364,0.586,0.458,18,0.422,2.35,9.2885,0.0205,3.54,1,1,0,32,83,94,0.395,2,7,8.427706024914702,3.6635616461296463,4.204692619390966,3.8066624897703196,4.406719247264253,24.6974,0.1684,17.8414,0.5946,0.481,9,16.1443,2,2.0459,0.9799
rellis,30,156.0,8,5,0.0,0.0,212.0,"Scala,Lua,PHP,C++,Dart,SQL,TypeScript,Shell,Swift",3.1699,Scala,5,0.436,0.638,0.0,34,0.559,2.53,0.2563,0.033,0.1,1,0,0,43,393,19,0.3297,1,20,5.056245805348308,5.3612921657094255,0.0,0.0,1.791759469228055,25.1613,0.051,4.5455,0.0,0.386,9,9.6061,1,0.233,0.9681
dev_9124,2463,4919.0,317,109,90.0,84.0,923.0,"HTML,PHP,C++,Ruby,Julia,C",2.585,HTML,15,0.76,0.764,0.908,41,0.571,2.97,2.4282,0.0527,6.74,1,0,1,30,1959,43,0.4326,2,7,8.501063809486354,6.828712071641684,4.51085950651685,4.442651256490317,4.700480365792417,13.9951,0.0644,14.0827,0.5143,0.806,6,32.0982,2,0.3137,0.9499
dev_5631,1277,55.0,5,2,9.0,16.0,29.0,"Ruby,Haskell,Lua,CSS",2.0,Haskell,5,0.031,0.58,0.243,55,0.225,2.89,2.4614,0.1631,3.5,1,0,0,53,292,34,0.1781,0,8,4.02535169073515,3.4011973816621555,2.302585092994046,2.833213344056216,1.0986122886681096,0.3005,0.0893,0.4444,0.3462,0.3142,4,3.7366,1,0.547,0.8598
heather62,3377,62.0,2,47,5.0,6.0,107.0,"Scala,Lua,Rust,Julia,C#,Python,SQL,TypeScript,JavaScript",3.1699,SQL,6,0.976,0.723,0.604,48,0.725,2.09,5.7972,0.1271,9.25,0,1,0,0,732,21,0.4542,1,19,4.143134726391533,4.68213122712422,1.791759469228055,1.9459101490553132,3.8712010109078907,0.1286,0.0317,4.5854,0.4167,0.7632,9,18.1255,1,0.5656,0.8872
dev_5331,1201,58.0,4,16,9.0,6.0,5.0,"R,Ruby,Julia,Kotlin,TypeScript,Elixir",2.585,Elixir,8,0.243,0.086,0.321,20,0.367,2.19,-5.9692,0.225,3.29,1,0,0,46,68,30,0.176,0,5,4.07753744390572,1.791759469228055,2.302585092994046,1.9459101490553132,2.833213344056216,0.3371,0.0678,3.7296,0.5625,0.2036,6,5.0764,1,-1.3914,0.8163
janet32,3327,8210.0,132,109,1148.0,546.0,568.0,"Scala,CSS,HTML,PHP,C++,Go,JavaScript,Kotlin,SQL,Java,Swift",3.4594,Swift,15,1.0,0.607,0.576,72,0.597,4.06,4.7385,-0.3,9.11,1,1,1,108,400,52,0.57,2,22,9.01322999770879,6.343880434126331,7.046647277848756,6.304448802421981,4.700480365792417,17.2944,0.0161,10.7814,0.6773,0.7156,11,29.8193,3,0.4687,0.7692
